combined_text
Nissan Micra Diesel Manual 2022 14.0 6978988 4-Star 1809CC
Nissan X-Trail Diesel Automatic 2018 13.0 2563378 4-Star 1657CC
Nissan X-Trail Petrol Automatic 2021 11.0 1995045 4-Star 1349CC
Kia Sportage Petrol Automatic 2019 25.0 6938842 4-Star 1330CC
Kia Picanto Diesel Manual 2021 20.0 6256528 5-Star 1535CC
Kia Sportage Electric Automatic 2018 25.0 5648189 5-Star 943CC
Kia Sportage Diesel Manual 2024 12.0 4991509 4-Star 1156CC
Kia Picanto Diesel Automatic 2024 17.0 3102136 3-Star 1908CC
Kia Picanto Petrol Manual 2020 34.0 1690455 3-Star 1455CC
Kia Sportage Diesel Automatic 2019 33.0 6713060 4-Star 1773CC
Kia Picanto Hybrid Manual 2018 32.0 3542664 5-Star 1114CC
Kia Picanto Petrol Automatic 2023 13.0 4331551 3-Star 1785CC
Kia Picanto Diesel Manual 2019 29.0 2117662 3-Star 1086CC
Kia Picanto Diesel Automatic 2020 17.0 7174720 4-Star 1965CC
Kia Sportage Electric Manual 2023 22.0 2220273 5-Star 1874CC
Kia Sportage Electric Automatic 2021 34.0 4183566 5-Star 1454CC
Kia Sportage Diesel Manual 2018 33.0 1604616 5-Star 1117CC
Kia Picanto Diesel Automatic 2018 30.0 2877718 5-Star 1074CC
Kia Picanto Petrol Automatic 2018 22.0 4652639 4-Star 1825CC
Kia Sportage Hybrid Automatic 2019 34.0 6974554 3-Star 1486CC
Hyundai Elantra Diesel Manual 2019 13.0 2789672 3-Star 1457CC
Hyundai Elantra Hybrid Manual 2019 15.0 3106158 3-Star 1090CC
Hyundai i10 Petrol Automatic 2020 21.0 4275417 3-Star 1177CC
Hyundai i10 Electric Automatic 2019 30.0 3506038 5-Star 1604CC
Hyundai i10 Electric Manual 2023 24.0 2474885 3-Star 1576CC
Hyundai Elantra Diesel Automatic 2019 25.0 6929651 3-Star 1255CC
Hyundai i10 Petrol Automatic 2022 13.0 5240529 4-Star 1492CC
Hyundai i10 Diesel Manual 2022 14.0 4320351 5-Star 1258CC
Hyundai i10 Diesel Automatic 2024 10.0 4450376 5-Star 1338CC
Hyundai i10 Electric Automatic 2019 29.0 6891633 5-Star 1635CC
Hyundai i10 Petrol Manual 2022 32.0 5718004 5-Star 989CC
Hyundai Elantra Petrol Automatic 2018 20.0 5723110 3-Star 1991CC
Hyundai i10 Electric Manual 2019 13.0 5995184 3-Star 1658CC
Hyundai Elantra Electric Automatic 2020 13.0 6593107 4-Star 1147CC
Hyundai i10 Petrol Automatic 2024 31.0 2420294 5-Star 1974CC
Hyundai i10 Electric Automatic 2024 11.0 4394948 4-Star 1046CC
Hyundai Elantra Hybrid Automatic 2018 28.0 4406938 5-Star 1366CC
Mahindra XUV500 Petrol Automatic 2018 32.0 5903601 4-Star 1701CC
Mahindra XUV500 Electric Automatic 2018 17.0 6369351 5-Star 831CC
Mahindra XUV500 Hybrid Manual 2018 35.0 6743354 3-Star 1518CC
Mahindra Scorpio Electric Automatic 2024 23.0 3099820 3-Star 1043CC
Mahindra XUV500 Electric Manual 2023 21.0 6276669 5-Star 1310CC
Mahindra XUV500 Petrol Manual 2020 27.0 6034814 3-Star 1520CC
Mahindra Scorpio Hybrid Manual 2024 29.0 5798766 5-Star 1450CC
Mahindra Scorpio Hybrid Manual 2024 29.0 4324612 4-Star 1762CC
Mahindra Scorpio Electric Automatic 2023 27.0 4129774 3-Star 995CC
Mahindra Scorpio Petrol Automatic 2021 35.0 3736029 5-Star 1533CC
Mahindra Scorpio Hybrid Automatic 2022 17.0 1748110 4-Star 1875CC
Mahindra Scorpio Diesel Manual 2018 20.0 3314462 5-Star 1137CC
Mahindra Scorpio Electric Automatic 2019 16.0 2022386 3-Star 1010CC
Mahindra XUV500 Diesel Manual 2020 31.0 2972974 5-Star 1539CC
Mahindra XUV500 Petrol Automatic 2022 35.0 2909688 3-Star 1580CC
Mahindra XUV500 Electric Automatic 2024 12.0 6297526 3-Star 1560CC
Mahindra Scorpio Petrol Manual 2024 16.0 6875244 4-Star 1836CC
BMW 5 Series Electric Manual 2018 34.0 11357605 3-Star 2099CC
BMW X5 Diesel Automatic 2024 26.0 8145789 3-Star 2299CC
BMW X5 Electric Manual 2021 31.0 11881091 4-Star 3149CC
BMW 5 Series Electric Manual 2021 28.0 14662108 5-Star 2498CC
BMW X5 Hybrid Automatic 2024 18.0 8826249 4-Star 1906CC
BMW 3 Series Diesel Automatic 2023 19.0 9408712 5-Star 2948CC
BMW 3 Series Diesel Manual 2021 31.0 11664506 3-Star 2661CC
BMW 3 Series Petrol Manual 2019 28.0 8256728 4-Star 2278CC
BMW 3 Series Petrol Manual 2022 30.0 14354291 5-Star 2972CC
BMW 5 Series Electric Automatic 2020 13.0 9709739 3-Star 2945CC
Audi A4 Electric Automatic 2023 13.0 8879787 4-Star 3435CC
Audi Q5 Hybrid Manual 2019 23.0 8227529 3-Star 1963CC
Audi A4 Hybrid Manual 2022 10.0 14602651 5-Star 2360CC
Audi A4 Diesel Automatic 2018 17.0 11305617 3-Star 2769CC
Audi A4 Hybrid Manual 2022 27.0 8901681 5-Star 3195CC
Audi Q5 Electric Automatic 2020 31.0 8009449 3-Star 2598CC
Audi A4 Diesel Automatic 2019 11.0 8982840 4-Star 2124CC
Audi A3 Petrol Manual 2020 28.0 11155685 3-Star 2300CC
Audi Q5 Electric Automatic 2021 11.0 8978851 3-Star 2523CC
Audi A4 Hybrid Manual 2018 10.0 12394554 3-Star 2378CC
Benz E-Class Electric Manual 2021 15.0 12455878 5-Star 2722CC
Benz E-Class Diesel Automatic 2022 27.0 9066860 3-Star 2777CC
Benz C-Class Electric Automatic 2019 17.0 12191321 5-Star 3113CC
Benz E-Class Hybrid Automatic 2019 27.0 8658533 3-Star 2018CC
Benz GLC Hybrid Automatic 2020 17.0 14285460 3-Star 2558CC
Benz GLC Diesel Manual 2020 30.0 9007322 4-Star 1883CC
Benz C-Class Diesel Manual 2021 30.0 10725463 3-Star 1812CC
Benz C-Class Petrol Automatic 2022 22.0 11872731 3-Star 1876CC
Benz E-Class Petrol Automatic 2021 33.0 11722865 5-Star 3165CC
Benz GLC Electric Automatic 2021 33.0 13464586 3-Star 2514CC
Bajaj CT100 Petrol Automatic 2021 10.0 799258 5-Star 217CC
Bajaj CT100 Petrol Automatic 2021 28.0 903554 3-Star 268CC
Bajaj CT100 Hybrid Manual 2023 20.0 1463917 3-Star 325CC
Bajaj Pulsar Electric Manual 2024 20.0 1399085 3-Star 144CC
Bajaj Pulsar Hybrid Automatic 2023 17.0 819745 3-Star 366CC
Bajaj CT100 Diesel Automatic 2023 27.0 1084643 5-Star 237CC
Bajaj Pulsar Petrol Manual 2019 13.0 460608 3-Star 248CC
Bajaj Discover Diesel Automatic 2024 32.0 334830 5-Star 389CC
Bajaj Discover Electric Automatic 2024 24.0 1170544 4-Star 466CC
Bajaj Discover Diesel Automatic 2024 14.0 478069 3-Star 228CC
Bajaj Discover Petrol Automatic 2018 25.0 1381665 4-Star 357CC
Bajaj Discover Hybrid Manual 2021 11.0 729446 4-Star 276CC
Yamaha R15 Diesel Automatic 2022 21.0 1160015 5-Star 483CC
Yamaha FZ Petrol Manual 2023 31.0 535825 5-Star 382CC
Yamaha FZ Petrol Automatic 2023 29.0 1235964 4-Star 215CC
Yamaha MT-15 Petrol Automatic 2021 11.0 511506 5-Star 292CC
Yamaha R15 Electric Manual 2022 21.0 448907 4-Star 427CC
Yamaha FZ Electric Automatic 2024 11.0 546328 5-Star 319CC
Yamaha MT-15 Petrol Manual 2018 17.0 1387035 3-Star 387CC
Yamaha FZ Hybrid Automatic 2021 16.0 341028 3-Star 459CC
Yamaha R15 Diesel Manual 2020 13.0 1476349 4-Star 115CC
Yamaha FZ Electric Manual 2019 22.0 885373 3-Star 126CC
Yamaha MT-15 Hybrid Manual 2021 22.0 419960 4-Star 473CC
Yamaha FZ Petrol Manual 2022 34.0 1434645 3-Star 106CC
TVS Apache Electric Manual 2023 21.0 1322087 3-Star 184CC
TVS Jupiter Hybrid Automatic 2020 22.0 998019 4-Star 394CC
TVS Apache Diesel Manual 2019 28.0 300496 4-Star 264CC
TVS Apache Hybrid Automatic 2023 10.0 914271 5-Star 253CC
TVS Jupiter Diesel Automatic 2018 31.0 804756 3-Star 103CC
TVS Jupiter Diesel Automatic 2024 33.0 719432 4-Star 299CC
TVS Ntorq Diesel Automatic 2018 22.0 841187 3-Star 370CC
TVS Ntorq Hybrid Automatic 2019 24.0 1314749 4-Star 428CC
TVS Apache Petrol Automatic 2021 24.0 1158387 4-Star 244CC
TVS Ntorq Petrol Manual 2024 23.0 509091 5-Star 340CC
TVS Jupiter Petrol Automatic 2023 27.0 1076480 4-Star 151CC
TVS Apache Hybrid Automatic 2019 20.0 594867 3-Star 385CC
Hero Splendor Diesel Automatic 2021 24.0 1179344 4-Star 496CC
Hero Splendor Petrol Automatic 2018 31.0 592845 5-Star 285CC
Hero Splendor Diesel Manual 2018 17.0 884307 5-Star 255CC
Hero Splendor Diesel Manual 2022 15.0 494287 4-Star 115CC
Hero HF Deluxe Petrol Manual 2024 22.0 1110194 4-Star 270CC
Hero Splendor Electric Manual 2018 10.0 1419152 3-Star 288CC
Hero HF Deluxe Diesel Automatic 2021 18.0 446598 5-Star 214CC
Hero Splendor Petrol Automatic 2021 23.0 763299 4-Star 249CC
Hero Glamour Diesel Automatic 2019 24.0 1326893 3-Star 474CC
Hero Splendor Electric Automatic 2021 35.0 1474779 4-Star 365CC
Hero Glamour Electric Automatic 2024 21.0 1067422 3-Star 100CC
Hero HF Deluxe Hybrid Manual 2019 15.0 332859 4-Star 186CC
Ashok Leyland Dost Electric Automatic 2020 11.0 3798553 4-Star 3177CC
Ashok Leyland Dost Petrol Automatic 2019 12.0 2744138 4-Star 3894CC
Ashok Leyland Dost Hybrid Automatic 2021 8.0 6076168 4-Star 4612CC
Ashok Leyland Captain Diesel Automatic 2024 14.0 8433204 3-Star 3193CC
Ashok Leyland Captain Petrol Manual 2019 11.0 3680229 4-Star 4602CC
Ashok Leyland Captain Diesel Automatic 2023 12.0 6012254 3-Star 3296CC
Ashok Leyland Boss Electric Manual 2019 13.0 4706358 4-Star 3744CC
Ashok Leyland Dost Electric Automatic 2022 10.0 3071517 5-Star 3272CC
Ashok Leyland Dost Hybrid Automatic 2020 6.0 7788928 3-Star 3816CC
Ashok Leyland Boss Hybrid Manual 2019 15.0 4670783 4-Star 4807CC
Ashok Leyland Boss Electric Manual 2023 10.0 8380940 3-Star 2730CC
Ashok Leyland Captain Diesel Manual 2018 11.0 4819126 5-Star 4630CC
Ashok Leyland Dost Electric Manual 2020 8.0 7825706 3-Star 3177CC
Ashok Leyland Boss Petrol Manual 2022 13.0 6600097 5-Star 4516CC
Ashok Leyland Boss Hybrid Manual 2018 5.0 5181880 3-Star 4409CC
Ashok Leyland Boss Petrol Automatic 2019 13.0 6827095 4-Star 2881CC
Tata LPT 1212 Hybrid Manual 2018 8.0 8971185 4-Star 4455CC
Tata Ace Hybrid Automatic 2019 10.0 8984201 5-Star 3286CC
Tata Ace Petrol Automatic 2022 12.0 5403427 4-Star 3422CC
Tata LPT 1212 Electric Automatic 2022 15.0 8738565 5-Star 2645CC
Tata 407 Hybrid Manual 2023 7.0 4369937 3-Star 3321CC
Tata 407 Electric Automatic 2018 9.0 6706209 5-Star 4446CC
Tata 407 Hybrid Manual 2018 12.0 3481643 5-Star 4308CC
Tata Ace Petrol Automatic 2023 13.0 7470201 5-Star 2539CC
Tata LPT 1212 Petrol Automatic 2018 8.0 2959868 3-Star 2986CC
Tata Ace Electric Automatic 2019 8.0 5282182 5-Star 3019CC
Tata Ace Diesel Automatic 2024 13.0 8210345 5-Star 3032CC
Tata 407 Electric Manual 2021 15.0 2961568 5-Star 3990CC
Tata LPT 1212 Electric Automatic 2023 9.0 6082810 5-Star 4685CC
Tata LPT 1212 Electric Manual 2024 10.0 6074588 5-Star 4947CC
Tata LPT 1212 Diesel Manual 2020 15.0 8514760 5-Star 4515CC
Tata LPT 1212 Petrol Automatic 2019 6.0 5992432 5-Star 4175CC
Isuzu F-Series Electric Automatic 2018 5.0 4901686 3-Star 4086CC
Isuzu N-Series Hybrid Manual 2019 5.0 7565908 4-Star 4269CC
Isuzu N-Series Hybrid Manual 2022 11.0 6729795 3-Star 2767CC
Isuzu D-Max Hybrid Automatic 2024 6.0 4252600 4-Star 4182CC
Isuzu F-Series Hybrid Automatic 2018 14.0 5364733 5-Star 3701CC
Isuzu N-Series Diesel Automatic 2022 7.0 6261244 3-Star 4260CC
Isuzu N-Series Diesel Automatic 2019 11.0 4869870 5-Star 4460CC
Isuzu F-Series Electric Manual 2021 12.0 6369395 5-Star 3740CC
Isuzu F-Series Petrol Automatic 2023 15.0 8493724 3-Star 4287CC
Isuzu D-Max Diesel Manual 2020 14.0 5837247 5-Star 4504CC
Isuzu N-Series Hybrid Automatic 2020 7.0 3547471 3-Star 4091CC
Isuzu D-Max Petrol Automatic 2018 9.0 4766033 3-Star 3613CC
Isuzu F-Series Petrol Automatic 2023 8.0 6531612 3-Star 3850CC
Isuzu F-Series Petrol Automatic 2020 15.0 5522746 3-Star 3775CC
Isuzu F-Series Hybrid Manual 2018 13.0 7813991 3-Star 3938CC
Isuzu N-Series Diesel Manual 2022 12.0 3579571 5-Star 4314CC
Tesla Model Y Hybrid Automatic 2019 12.1 9525781 5-Star 2574CC
Honda Accord Hybrid CVT 2016 21.3 4923657 3-Star 2534CC
Mercedes C-Class Electric Automatic 2024 12.7 10829324 3-Star 1715CC
Mercedes E-Class Hybrid Automatic 2018 18.2 10185851 5-Star 1363CC
Mercedes E-Class Hybrid CVT 2020 23.6 12185168 5-Star 1937CC
Tesla Model 3 Petrol Automatic 2020 19.1 14284850 4-Star 1094CC
Nissan Leaf Diesel Automatic 2017 22.6 6768200 4-Star 1931CC
Honda Civic Hybrid Manual 2017 18.2 10113178 3-Star 1989CC
Honda Civic Electric Automatic 2020 20.2 8335967 5-Star 1885CC
Mercedes C-Class Hybrid Automatic 2019 21.9 3470201 3-Star 2773CC
BMW X3 Electric CVT 2015 23.0 13299127 4-Star 2152CC
Mercedes E-Class Diesel Automatic 2022 16.9 10081362 3-Star 2587CC
Mercedes C-Class Petrol CVT 2018 16.3 14485228 5-Star 2490CC
BMW X3 Diesel Automatic 2024 17.0 4467648 3-Star 2360CC
Honda Civic Electric Automatic 2018 16.8 12376907 4-Star 1967CC
BMW 320i Hybrid Manual 2019 20.1 4668047 4-Star 1170CC
BMW X5 Hybrid Automatic 2024 22.9 5267956 4-Star 1885CC
Nissan Altima Diesel Manual 2022 21.8 8401419 3-Star 1918CC
Mercedes C-Class Electric CVT 2020 19.8 11920398 4-Star 2234CC
Toyota Yaris Hybrid Automatic 2024 17.2 5156973 4-Star 1075CC
Nissan Altima Diesel Automatic 2018 20.0 3779589 5-Star 1011CC
Mercedes C-Class Hybrid Automatic 2022 21.2 4570959 4-Star 1520CC
Toyota Yaris Petrol Automatic 2018 22.7 7266310 3-Star 2868CC
Honda City Hybrid CVT 2015 15.1 4054735 3-Star 2753CC
BMW X3 Petrol Automatic 2022 16.2 14871491 4-Star 2530CC
BMW 320i Petrol CVT 2019 21.8 8404707 4-Star 2782CC
Honda City Diesel Manual 2019 20.0 11235393 3-Star 2016CC
Nissan Altima Diesel Manual 2015 20.2 6849387 4-Star 2928CC
Honda City Petrol CVT 2022 14.4 10359219 3-Star 2936CC
Nissan Leaf Petrol CVT 2019 14.4 4279896 4-Star 1944CC
Toyota Corolla Petrol CVT 2020 20.7 10383846 5-Star 2934CC
Honda Civic Electric CVT 2017 23.9 11616434 3-Star 1794CC
BMW X3 Petrol Automatic 2023 19.1 8133743 3-Star 1221CC
Tesla Model S Electric Automatic 2024 16.5 12090360 5-Star 1434CC
Toyota Prius Hybrid Manual 2019 23.2 5751702 4-Star 1466CC
Honda Accord Diesel CVT 2022 16.2 4515496 3-Star 2811CC
Nissan Leaf Diesel Manual 2022 14.9 10091125 5-Star 1146CC
BMW X5 Diesel Manual 2023 11.7 3021700 3-Star 2729CC
BMW X3 Petrol Automatic 2022 12.2 7467119 5-Star 2014CC
Mercedes GLA Petrol Manual 2015 23.6 6800996 3-Star 1092CC
Nissan Sunny Hybrid Automatic 2017 20.5 13583942 3-Star 2767CC
Nissan Altima Diesel Automatic 2023 10.3 3107220 4-Star 1377CC
BMW 320i Petrol Automatic 2019 11.3 13840696 5-Star 1719CC
Mercedes GLA Diesel Automatic 2021 10.5 14002718 5-Star 2540CC
BMW X5 Hybrid Manual 2017 11.1 7137684 3-Star 1476CC
Honda Accord Electric Manual 2020 16.9 4974847 3-Star 2605CC
BMW X3 Petrol Manual 2022 11.3 4873774 4-Star 1421CC
Nissan Altima Petrol Manual 2020 21.4 14013562 3-Star 2997CC
Toyota Prius Electric Automatic 2017 18.0 2604988 4-Star 2019CC
Nissan Altima Electric Automatic 2022 15.3 13879355 3-Star 1672CC
Mercedes C-Class Electric CVT 2018 14.1 5093158 4-Star 2204CC
Tesla Model S Petrol Manual 2019 20.9 11694381 4-Star 2471CC
Toyota Yaris Hybrid CVT 2024 23.9 3911471 4-Star 2566CC
Mercedes GLA Hybrid CVT 2019 21.9 3297053 4-Star 2492CC
Honda Accord Electric Manual 2020 23.6 9526851 5-Star 1114CC
Toyota Camry Hybrid Automatic 2017 24.8 4005943 4-Star 2528CC
Tesla Model 3 Hybrid Automatic 2015 22.8 10463368 4-Star 1886CC
Honda Accord Diesel CVT 2023 22.0 13462324 5-Star 2591CC
Mercedes C-Class Diesel Manual 2022 13.8 5018110 3-Star 2576CC
Honda Accord Diesel Manual 2020 18.2 7445073 4-Star 1524CC
Honda Accord Petrol Manual 2016 13.4 14793134 5-Star 1915CC
BMW X5 Electric CVT 2019 11.3 8778089 3-Star 2257CC
Toyota Camry Hybrid Manual 2024 21.3 5094905 4-Star 2412CC
Tesla Model Y Electric Automatic 2024 19.5 4244312 3-Star 1339CC
BMW X3 Petrol Automatic 2023 10.1 12073975 5-Star 1346CC
BMW 320i Petrol Manual 2019 10.8 3576388 4-Star 2628CC
BMW 320i Electric CVT 2024 20.2 5774695 4-Star 2894CC
Honda City Electric CVT 2019 23.1 10079126 5-Star 2668CC
Mercedes GLA Electric CVT 2024 11.8 14084883 3-Star 2800CC
Nissan Leaf Diesel Automatic 2015 22.2 12035933 4-Star 1928CC
Toyota Prius Hybrid Manual 2017 24.2 11532042 3-Star 2145CC
Toyota Camry Diesel CVT 2017 24.8 14663450 4-Star 2031CC
BMW X3 Petrol Automatic 2024 10.4 11956247 3-Star 1831CC
Toyota Camry Diesel Manual 2018 16.4 12318071 3-Star 2030CC
Honda Civic Petrol CVT 2019 19.9 3623658 5-Star 1646CC
Honda Accord Electric Manual 2024 15.4 14380061 3-Star 2558CC
Toyota Prius Petrol Automatic 2016 13.2 11765258 4-Star 2202CC
Honda City Hybrid Manual 2019 15.9 8033428 3-Star 1077CC
Nissan Leaf Diesel CVT 2017 17.1 14691091 3-Star 2246CC
Mercedes E-Class Diesel CVT 2018 24.7 2912620 4-Star 2783CC
Honda Accord Petrol CVT 2019 24.3 11264688 5-Star 1044CC
Mercedes C-Class Hybrid Manual 2024 12.5 13872357 3-Star 1016CC
Toyota Yaris Hybrid CVT 2023 12.7 10495627 4-Star 2439CC
Tesla Model S Electric Automatic 2019 12.9 3300275 5-Star 2145CC
Nissan Leaf Electric CVT 2023 13.4 8475659 3-Star 1909CC
Tesla Model S Petrol CVT 2020 14.8 10703109 3-Star 1137CC
Honda Accord Hybrid Automatic 2018 23.9 13597006 4-Star 2164CC
BMW X5 Petrol Manual 2019 10.0 11791130 4-Star 2466CC
Mercedes GLA Electric Automatic 2017 10.4 12485505 4-Star 2870CC
Toyota Prius Diesel Automatic 2023 20.9 8253254 5-Star 2315CC
Toyota Yaris Diesel CVT 2022 11.5 8714310 4-Star 2647CC
Nissan Sunny Diesel CVT 2017 24.9 13995709 4-Star 1706CC
Honda Civic Electric CVT 2016 24.5 13178898 4-Star 2262CC
Toyota Corolla Diesel Manual 2015 10.5 9177444 5-Star 1101CC
Tesla Model Y Petrol Manual 2023 24.5 2823333 4-Star 1943CC
Nissan Leaf Diesel Manual 2021 22.7 12838661 5-Star 1047CC
Toyota Corolla Petrol Automatic 2021 13.9 14968646 3-Star 1504CC
Tesla Model Y Petrol Manual 2016 20.1 3561518 3-Star 1885CC
Tesla Model 3 Hybrid Manual 2021 24.8 11075074 3-Star 2314CC
Nissan Sunny Electric Manual 2021 16.2 10729373 4-Star 2232CC
Tesla Model 3 Electric Automatic 2019 20.8 12873821 3-Star 1857CC
Toyota Camry Diesel Manual 2022 24.4 12432572 3-Star 2304CC
Toyota Corolla Hybrid CVT 2023 24.9 6065404 3-Star 1155CC
Mercedes C-Class Petrol Manual 2018 20.5 7046520 4-Star 2712CC
Mercedes GLA Electric CVT 2016 18.2 13745459 3-Star 2013CC
Honda Accord Electric CVT 2021 22.4 3166346 5-Star 2735CC
Mercedes C-Class Hybrid Automatic 2018 14.3 3660526 3-Star 1943CC
Tesla Model 3 Diesel Automatic 2015 17.9 4410047 4-Star 1654CC
Honda City Electric Manual 2016 23.6 4454103 3-Star 2883CC
Nissan Leaf Diesel Manual 2020 19.4 6108857 4-Star 2971CC
BMW X3 Hybrid CVT 2015 17.5 8928239 5-Star 2487CC
Nissan Leaf Petrol Automatic 2022 10.3 10902991 3-Star 2647CC
Nissan Sunny Hybrid CVT 2016 17.0 4260002 3-Star 1083CC
Honda Civic Petrol CVT 2020 13.0 5751277 4-Star 2297CC
Honda City Electric Manual 2015 10.5 5040713 3-Star 1019CC
Mercedes GLA Electric CVT 2016 22.7 9307222 5-Star 1791CC
Mercedes E-Class Petrol CVT 2018 18.2 4686818 3-Star 1744CC
Mercedes GLA Petrol CVT 2022 16.5 7403935 3-Star 1558CC
BMW X3 Electric Manual 2017 23.8 9689454 3-Star 2113CC
Mercedes C-Class Petrol CVT 2017 23.1 11954741 3-Star 1199CC
Nissan Leaf Electric CVT 2019 16.0 11196089 5-Star 1763CC
Tesla Model 3 Electric CVT 2023 14.0 7510615 3-Star 1073CC
Tesla Model S Hybrid Manual 2015 13.8 12763933 3-Star 1119CC
Mercedes GLA Diesel CVT 2020 19.0 11944906 4-Star 2108CC
BMW X3 Electric CVT 2022 16.8 11838711 3-Star 1489CC
Tesla Model S Hybrid Automatic 2019 22.0 6049210 5-Star 2393CC
Honda Accord Electric Automatic 2024 14.3 7604910 3-Star 2341CC
Mercedes E-Class Petrol Manual 2015 14.9 6121207 5-Star 2002CC
Tesla Model 3 Diesel Manual 2024 16.1 13955966 5-Star 1795CC
Honda Civic Electric Manual 2024 23.3 14706019 5-Star 1141CC
BMW X5 Hybrid CVT 2023 20.9 8865570 5-Star 1517CC
Tesla Model Y Hybrid Manual 2015 10.4 2876634 5-Star 1409CC
Toyota Prius Petrol Automatic 2022 24.7 8949486 3-Star 2808CC
